name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/01-literal/sherlock-en,count,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,899232,30,4.71s,102.41ms,926.71us,102.91ms,2.21ms,100.39ms,109.47ms
curated/01-literal/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,1570556,53,4.66s,57.30ms,316.27us,57.59ms,818.60us,56.60ms,60.39ms
curated/01-literal/sherlock-zh,count,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,813478,99,4.61s,30.25ms,224.75us,30.42ms,936.33us,29.43ms,35.72ms
curated/02-literal-alternate/sherlock-en,count,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,899232,7,4.96s,441.99ms,2.47ms,442.18ms,4.06ms,437.07ms,450.51ms
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,1570556,7,5.01s,447.02ms,1.19ms,447.14ms,2.03ms,444.53ms,451.16ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,813478,18,4.76s,170.46ms,1.34ms,170.91ms,3.49ms,164.80ms,180.90ms
curated/03-date/ascii,count-spans,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/unicode,count-spans,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,102,54881,4.56s,53.76us,781.00ns,54.59us,5.73us,48.45us,499.05us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,10001,571,4.56s,5.19ms,98.59us,5.26ms,570.60us,4.95ms,12.81ms
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,1913704,4,5.66s,929.51ms,4.46ms,927.85ms,6.87ms,917.43ms,934.94ms
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,,62869,4.56s,18.11us,200.00ns,18.37us,2.22us,16.58us,279.45us
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/09-aws-keys/quick,grep,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,32514634,2,5.71s,1.86s,2.01ms,1.86s,2.01ms,1.86s,1.86s
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,,139671,4.56s,7.71us,101.00ns,7.79us,0.96us,7.06us,109.76us
curated/14-quadratic/1x,count,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,100,3149,4.56s,943.06us,13.87us,0.95ms,59.45us,866.26us,2.67ms
curated/14-quadratic/2x,count,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,200,835,4.56s,3.59ms,41.65us,3.60ms,95.51us,3.35ms,5.24ms
curated/14-quadratic/10x,count,0.1.0 (rev 19aa8e8e3b),lean,v4.22.0-rc3 (2b8a736),,1000,33,4.61s,90.78ms,383.85us,91.07ms,1.09ms,89.94ms,94.91ms
