name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,1570556,41,4.66s,73.12ms,2.30ms,74.61ms,6.92ms,56.17ms,95.76ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,1570556,8,5.16s,420.38ms,5.01ms,428.83ms,14.48ms,413.62ms,450.72ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,813478,74,4.61s,39.40ms,735.93us,40.85ms,3.48ms,37.85ms,58.83ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),,813478,11,4.81s,290.89ms,7.38ms,293.66ms,9.67ms,277.16ms,307.75ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,813478,110,4.56s,26.38ms,835.02us,27.33ms,3.40ms,20.02ms,45.46ms
curated/03-date/ascii,count-spans,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,268796,2,7.37s,2.45s,39.17ms,2.45s,39.17ms,2.41s,2.49s
curated/03-date/ascii,count-spans,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/ascii,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,268796,5,5.21s,717.34ms,24.71ms,716.78ms,26.67ms,690.80ms,764.69ms
curated/03-date/unicode,count-spans,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/compile-ascii,compile,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,,872,4.56s,3.09ms,231.28us,3.14ms,707.66us,2.22ms,14.11ms
curated/03-date/compile-ascii,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,,722,4.56s,831.32us,55.32us,851.71us,253.83us,473.32us,3.50ms
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,107,386588,4.99s,7.16us,482.00ns,7.59us,3.46us,4.33us,241.65us
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,107,206668,4.73s,13.33us,651.00ns,14.40us,4.01us,12.06us,253.64us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,102,409560,5.04s,6.63us,301.00ns,7.15us,2.71us,5.97us,265.56us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),,102,31486,4.66s,89.03us,4.77us,95.14us,22.42us,79.95us,827.30us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,102,260360,4.78s,10.58us,411.00ns,11.41us,2.92us,9.76us,205.56us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,10001,4515,4.51s,627.82us,36.01us,664.32us,122.75us,567.33us,2.09ms
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),,10001,333,4.61s,8.75ms,350.27us,9.02ms,944.37us,7.75ms,14.49ms
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,10001,2730,4.56s,1.04ms,41.98us,1.10ms,174.01us,0.96ms,3.31ms
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,1913704,46,4.61s,64.82ms,2.24ms,65.42ms,2.99ms,61.66ms,71.83ms
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),,1913704,2,5.06s,1.63s,12.22ms,1.63s,12.22ms,1.62s,1.64s
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,1913704,19,4.71s,161.00ms,3.21ms,163.11ms,5.78ms,156.66ms,178.76ms
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,,94269,4.62s,23.40us,0.97us,28.85us,31.32us,20.66us,1.53ms
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),,,32820,4.61s,36.09us,1.62us,38.29us,10.60us,26.91us,373.70us
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,,157437,4.67s,10.27us,490.00ns,10.95us,2.62us,9.00us,109.95us
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,32514634,4,5.76s,939.43ms,13.34ms,930.45ms,26.86ms,887.19ms,0.96s
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,32514634,1,9.62s,4.69s,0.00ns,4.69s,0.00ns,4.69s,4.69s
curated/09-aws-keys/quick,grep,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,32514634,39,4.71s,78.73ms,3.18ms,78.41ms,7.06ms,56.69ms,92.56ms
curated/09-aws-keys/quick,grep,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),,32514634,1,7.42s,3.60s,0.00ns,3.60s,0.00ns,3.60s,3.60s
curated/09-aws-keys/quick,grep,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,32514634,2,7.06s,2.30s,20.50ms,2.30s,20.50ms,2.28s,2.32s
curated/09-aws-keys/compile-full,compile,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,,59951,4.61s,39.68us,1.85us,47.25us,38.01us,34.85us,1.77ms
curated/09-aws-keys/compile-full,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,,36135,4.56s,22.13us,0.97us,24.56us,11.90us,19.93us,872.34us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,,355381,4.93s,6.14us,432.00ns,7.38us,10.75us,3.87us,905.15us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),,,71729,4.62s,15.44us,741.00ns,16.71us,4.42us,13.90us,238.61us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,,449977,4.95s,3.28us,140.00ns,3.47us,0.99us,2.54us,59.08us
curated/14-quadratic/1x,count,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,100,16627,4.56s,168.17us,9.18us,180.26us,45.85us,153.36us,1.04ms
curated/14-quadratic/1x,count,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),,100,1702,4.56s,1.69ms,93.65us,1.76ms,249.14us,1.53ms,3.70ms
curated/14-quadratic/1x,count,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,100,3821,4.56s,750.92us,36.38us,785.15us,118.17us,688.83us,2.22ms
curated/14-quadratic/2x,count,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,200,4368,4.56s,647.29us,36.64us,686.79us,133.91us,587.23us,2.35ms
curated/14-quadratic/2x,count,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),,200,437,4.61s,6.46ms,200.30us,6.87ms,1.28ms,5.88ms,19.35ms
curated/14-quadratic/2x,count,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,200,3223,4.51s,880.44us,41.57us,930.72us,152.03us,801.32us,3.01ms
curated/14-quadratic/10x,count,0.1.0 (rev 19aa8e8e3b),go/regexp,1.18.1,,1000,190,4.56s,15.47ms,449.24us,15.80ms,2.17ms,11.15ms,33.35ms
curated/14-quadratic/10x,count,0.1.0 (rev 19aa8e8e3b),lean,v4.23.0-rc2 (v4.23.0-rc2),,1000,18,4.61s,165.45ms,6.25ms,168.01ms,8.51ms,156.46ms,187.92ms
curated/14-quadratic/10x,count,0.1.0 (rev 19aa8e8e3b),rust/regex/lite,0.1.6,,1000,132,4.56s,22.01ms,437.81us,22.88ms,2.04ms,20.40ms,31.62ms
